assignment_id,week_id,week_start,week_end,nT,rotation_group,rotation_round,pharmacy_id,location_id,shift_type,access_mode,schedule_source
O000031,2026-W02,2026-01-05,2026-01-12,37,2,6,P0032,L0032,STANDARD,P,optimized_efficiency_first
O000032,2026-W02,2026-01-05,2026-01-12,37,2,6,P0033,L0033,STANDARD,P,optimized_efficiency_first
O000033,2026-W02,2026-01-05,2026-01-12,37,2,6,P0034,L0034,STANDARD,P,optimized_efficiency_first
O000034,2026-W02,2026-01-05,2026-01-12,37,2,6,P0035,L0035,STANDARD,P,optimized_efficiency_first
O000035,2026-W03,2026-01-12,2026-01-19,38,3,6,P0036,L0036,H24,P,optimized_efficiency_first
O000036,2026-W03,2026-01-12,2026-01-19,38,3,6,P0037,L0037,H24,P,optimized_efficiency_first
O000037,2026-W03,2026-01-12,2026-01-19,38,3,6,P0038,L0038,H24,P,optimized_efficiency_first
O000038,2026-W03,2026-01-12,2026-01-19,38,3,6,P0039,L0039,STANDARD,P,optimized_efficiency_first
O000039,2026-W03,2026-01-12,2026-01-19,38,3,6,P0040,L0040,STANDARD,P,optimized_efficiency_first
O000040,2026-W03,2026-01-12,2026-01-19,38,3,6,P0041,L0041,STANDARD,P,optimized_efficiency_first
O000041,2026-W03,2026-01-12,2026-01-19,38,3,6,P0042,L0042,STANDARD,P,optimized_efficiency_first
O000042,2026-W03,2026-01-12,2026-01-19,38,3,6,P0043,L0043,STANDARD,P,optimized_efficiency_first
O000043,2026-W03,2026-01-12,2026-01-19,38,3,6,P0044,L0044,STANDARD,P,optimized_efficiency_first
O000044,2026-W03,2026-01-12,2026-01-19,38,3,6,P0045,L0045,STANDARD,P,optimized_efficiency_first
O000045,2026-W03,2026-01-12,2026-01-19,38,3,6,P0047,L0047,STANDARD,P,optimized_efficiency_first
O000046,2026-W03,2026-01-12,2026-01-19,38,3,6,P0048,L0048,STANDARD,P,optimized_efficiency_first
O000047,2026-W03,2026-01-12,2026-01-19,38,3,6,P0049,L0049,STANDARD,P,optimized_efficiency_first
O000048,2026-W03,2026-01-12,2026-01-19,38,3,6,P0050,L0050,STANDARD,P,optimized_efficiency_first
O000049,2026-W03,2026-01-12,2026-01-19,38,3,6,P0051,L0051,STANDARD,P,optimized_efficiency_first
O000050,2026-W03,2026-01-12,2026-01-19,38,3,6,P0052,L0052,STANDARD,C,optimized_efficiency_first
O000051,2026-W03,2026-01-12,2026-01-19,38,3,6,P0053,L0053,STANDARD,P,optimized_efficiency_first
O000052,2026-W04,2026-01-19,2026-01-26,39,4,6,P0054,L0054,H24,P,optimized_efficiency_first
O000053,2026-W04,2026-01-19,2026-01-26,39,4,6,P0055,L0055,H24,P,optimized_efficiency_first
O000054,2026-W04,2026-01-19,2026-01-26,39,4,6,P0056,L0056,H24,P,optimized_efficiency_first
O000055,2026-W04,2026-01-19,2026-01-26,39,4,6,P0057,L0057,STANDARD,P,optimized_efficiency_first
O000056,2026-W04,2026-01-19,2026-01-26,39,4,6,P0058,L0058,STANDARD,P,optimized_efficiency_first
O000057,2026-W04,2026-01-19,2026-01-26,39,4,6,P0059,L0059,STANDARD,P,optimized_efficiency_first
O000058,2026-W04,2026-01-19,2026-01-26,39,4,6,P0060,L0060,STANDARD,P,optimized_efficiency_first
O000059,2026-W04,2026-01-19,2026-01-26,39,4,6,P0061,L0061,STANDARD,P,optimized_efficiency_first
O000060,2026-W04,2026-01-19,2026-01-26,39,4,6,P0062,L0062,STANDARD,P,optimized_efficiency_first
O000061,2026-W04,2026-01-19,2026-01-26,39,4,6,P0063,L0063,STANDARD,P,optimized_efficiency_first
O000062,2026-W04,2026-01-19,2026-01-26,39,4,6,P0064,L0064,STANDARD,P,optimized_efficiency_first
O000063,2026-W04,2026-01-19,2026-01-26,39,4,6,P0065,L0065,STANDARD,P,optimized_efficiency_first
O000064,2026-W04,2026-01-19,2026-01-26,39,4,6,P0066,L0066,STANDARD,P,optimized_efficiency_first
O000065,2026-W04,2026-01-19,2026-01-26,39,4,6,P0067,L0067,STANDARD,P,optimized_efficiency_first
O000066,2026-W04,2026-01-19,2026-01-26,39,4,6,P0068,L0068,STANDARD,P,optimized_efficiency_first
O000067,2026-W04,2026-01-19,2026-01-26,39,4,6,P0069,L0069,STANDARD,P,optimized_efficiency_first
O000068,2026-W04,2026-01-19,2026-01-26,39,4,6,P0070,L0070,STANDARD,C,optimized_efficiency_first
O000069,2026-W05,2026-01-26,2026-02-02,40,5,6,P0071,L0071,H24,P,optimized_efficiency_first
O000070,2026-W05,2026-01-26,2026-02-02,40,5,6,P0072,L0072,H24,P,optimized_efficiency_first
O000071,2026-W05,2026-01-26,2026-02-02,40,5,6,P0073,L0073,H24,P,optimized_efficiency_first
O000072,2026-W05,2026-01-26,2026-02-02,40,5,6,P0074,L0074,STANDARD,P,optimized_efficiency_first
O000073,2026-W05,2026-01-26,2026-02-02,40,5,6,P0075,L0075,STANDARD,P,optimized_efficiency_first
O000074,2026-W05,2026-01-26,2026-02-02,40,5,6,P0076,L0076,STANDARD,P,optimized_efficiency_first
O000075,2026-W05,2026-01-26,2026-02-02,40,5,6,P0078,L0078,STANDARD,P,optimized_efficiency_first
O000076,2026-W05,2026-01-26,2026-02-02,40,5,6,P0079,L0079,STANDARD,P,optimized_efficiency_first
O000077,2026-W05,2026-01-26,2026-02-02,40,5,6,P0080,L0080,STANDARD,P,optimized_efficiency_first
O000078,2026-W05,2026-01-26,2026-02-02,40,5,6,P0081,L0081,STANDARD,P,optimized_efficiency_first
O000079,2026-W05,2026-01-26,2026-02-02,40,5,6,P0082,L0082,STANDARD,P,optimized_efficiency_first
O000080,2026-W05,2026-01-26,2026-02-02,40,5,6,P0083,L0083,STANDARD,P,optimized_efficiency_first
O000081,2026-W05,2026-01-26,2026-02-02,40,5,6,P0084,L0084,STANDARD,P,optimized_efficiency_first
O000082,2026-W05,2026-01-26,2026-02-02,40,5,6,P0085,L0085,STANDARD,P,optimized_efficiency_first
O000083,2026-W05,2026-01-26,2026-02-02,40,5,6,P0086,L0086,STANDARD,P,optimized_efficiency_first
O000084,2026-W05,2026-01-26,2026-02-02,40,5,6,P0087,L0087,STANDARD,P,optimized_efficiency_first
O000085,2026-W05,2026-01-26,2026-02-02,40,5,6,P0088,L0088,STANDARD,P,optimized_efficiency_first
O000086,2026-W06,2026-02-02,2026-02-09,41,6,6,P0089,L0089,H24,P,optimized_efficiency_first
O000087,2026-W06,2026-02-02,2026-02-09,41,6,6,P0090,L0090,H24,P,optimized_efficiency_first
O000088,2026-W06,2026-02-02,2026-02-09,41,6,6,P0091,L0091,H24,P,optimized_efficiency_first
O000089,2026-W06,2026-02-02,2026-02-09,41,6,6,P0092,L0092,STANDARD,P,optimized_efficiency_first
O000090,2026-W06,2026-02-02,2026-02-09,41,6,6,P0093,L0093,STANDARD,P,optimized_efficiency_first
O000091,2026-W06,2026-02-02,2026-02-09,41,6,6,P0094,L0094,STANDARD,P,optimized_efficiency_first
O000092,2026-W06,2026-02-02,2026-02-09,41,6,6,P0095,L0095,STANDARD,P,optimized_efficiency_first
O000093,2026-W06,2026-02-02,2026-02-09,41,6,6,P0096,L0096,STANDARD,P,optimized_efficiency_first
O000094,2026-W06,2026-02-02,2026-02-09,41,6,6,P0097,L0097,STANDARD,P,optimized_efficiency_first
O000095,2026-W06,2026-02-02,2026-02-09,41,6,6,P0098,L0098,STANDARD,P,optimized_efficiency_first
O000096,2026-W06,2026-02-02,2026-02-09,41,6,6,P0100,L0100,STANDARD,P,optimized_efficiency_first
O000097,2026-W06,2026-02-02,2026-02-09,41,6,6,P0101,L0101,STANDARD,P,optimized_efficiency_first
O000098,2026-W06,2026-02-02,2026-02-09,41,6,6,P0102,L0102,STANDARD,P,optimized_efficiency_first
O000099,2026-W06,2026-02-02,2026-02-09,41,6,6,P0103,L0103,STANDARD,P,optimized_efficiency_first
O000100,2026-W06,2026-02-02,2026-02-09,41,6,6,P0104,L0104,STANDARD,P,optimized_efficiency_first
O000101,2026-W06,2026-02-02,2026-02-09,41,6,6,P0105,L0105,STANDARD,P,optimized_efficiency_first
O000102,2026-W06,2026-02-02,2026-02-09,41,6,6,P0106,L0106,STANDARD,P,optimized_efficiency_first
O000103,2026-W07,2026-02-09,2026-02-16,42,7,6,P0107,L0107,H24,P,optimized_efficiency_first
O000104,2026-W07,2026-02-09,2026-02-16,42,7,6,P0108,L0108,H24,P,optimized_efficiency_first
O000105,2026-W07,2026-02-09,2026-02-16,42,7,6,P0109,L0109,H24,P,optimized_efficiency_first
O000106,2026-W07,2026-02-09,2026-02-16,42,7,6,P0110,L0110,STANDARD,P,optimized_efficiency_first
O000107,2026-W07,2026-02-09,2026-02-16,42,7,6,P0111,L0111,STANDARD,P,optimized_efficiency_first
O000108,2026-W07,2026-02-09,2026-02-16,42,7,6,P0112,L0112,STANDARD,P,optimized_efficiency_first
O000109,2026-W07,2026-02-09,2026-02-16,42,7,6,P0113,L0113,STANDARD,P,optimized_efficiency_first
O000110,2026-W07,2026-02-09,2026-02-16,42,7,6,P0114,L0114,STANDARD,P,optimized_efficiency_first
O000111,2026-W07,2026-02-09,2026-02-16,42,7,6,P0115,L0115,STANDARD,P,optimized_efficiency_first
O000112,2026-W07,2026-02-09,2026-02-16,42,7,6,P0116,L0116,STANDARD,P,optimized_efficiency_first
O000113,2026-W07,2026-02-09,2026-02-16,42,7,6,P0117,L0117,STANDARD,P,optimized_efficiency_first
O000114,2026-W07,2026-02-09,2026-02-16,42,7,6,P0118,L0118,STANDARD,P,optimized_efficiency_first
O000115,2026-W07,2026-02-09,2026-02-16,42,7,6,P0119,L0119,STANDARD,C,optimized_efficiency_first
O000116,2026-W07,2026-02-09,2026-02-16,42,7,6,P0120,L0120,STANDARD,P,optimized_efficiency_first
O000117,2026-W07,2026-02-09,2026-02-16,42,7,6,P0121,L0121,STANDARD,P,optimized_efficiency_first
O000118,2026-W07,2026-02-09,2026-02-16,42,7,6,P0122,L0122,STANDARD,P,optimized_efficiency_first
O000119,2026-W07,2026-02-09,2026-02-16,42,7,6,P0123,L0123,STANDARD,P,optimized_efficiency_first
O000120,2026-W08,2026-02-16,2026-02-23,1,1,1,P0007,L0007,H24,P,optimized_efficiency_first
O000121,2026-W08,2026-02-16,2026-02-23,1,1,1,P0008,L0008,H24,P,optimized_efficiency_first
O000122,2026-W08,2026-02-16,2026-02-23,1,1,1,P0015,L0015,H24,P,optimized_efficiency_first
O000123,2026-W08,2026-02-16,2026-02-23,1,1,1,P0001,L0001,STANDARD,C,optimized_efficiency_first
O000124,2026-W08,2026-02-16,2026-02-23,1,1,1,P0002,L0002,STANDARD,P,optimized_efficiency_first
O000125,2026-W08,2026-02-16,2026-02-23,1,1,1,P0003,L0003,STANDARD,P,optimized_efficiency_first
O000126,2026-W08,2026-02-16,2026-02-23,1,1,1,P0004,L0004,STANDARD,P,optimized_efficiency_first
O000127,2026-W08,2026-02-16,2026-02-23,1,1,1,P0005,L0005,STANDARD,P,optimized_efficiency_first
O000128,2026-W08,2026-02-16,2026-02-23,1,1,1,P0006,L0006,STANDARD,P,optimized_efficiency_first
O000129,2026-W08,2026-02-16,2026-02-23,1,1,1,P0009,L0009,STANDARD,P,optimized_efficiency_first
O000130,2026-W08,2026-02-16,2026-02-23,1,1,1,P0010,L0010,STANDARD,P,optimized_efficiency_first
O000131,2026-W08,2026-02-16,2026-02-23,1,1,1,P0011,L0011,STANDARD,P,optimized_efficiency_first
O000132,2026-W08,2026-02-16,2026-02-23,1,1,1,P0012,L0012,STANDARD,P,optimized_efficiency_first
O000133,2026-W08,2026-02-16,2026-02-23,1,1,1,P0013,L0013,STANDARD,P,optimized_efficiency_first
O000134,2026-W08,2026-02-16,2026-02-23,1,1,1,P0014,L0014,STANDARD,P,optimized_efficiency_first
O000135,2026-W08,2026-02-16,2026-02-23,1,1,1,P0016,L0016,STANDARD,P,optimized_efficiency_first
O000136,2026-W08,2026-02-16,2026-02-23,1,1,1,P0017,L0017,STANDARD,C,optimized_efficiency_first
O000137,2026-W09,2026-02-23,2026-03-02,2,2,1,P0025,L0025,H24,P,optimized_efficiency_first
O000138,2026-W09,2026-02-23,2026-03-02,2,2,1,P0031,L0031,H24,P,optimized_efficiency_first
O000139,2026-W09,2026-02-23,2026-03-02,2,2,1,P0033,L0033,H24,P,optimized_efficiency_first
O000140,2026-W09,2026-02-23,2026-03-02,2,2,1,P0018,L0018,STANDARD,P,optimized_efficiency_first
O000141,2026-W09,2026-02-23,2026-03-02,2,2,1,P0019,L0019,STANDARD,P,optimized_efficiency_first
O000142,2026-W09,2026-02-23,2026-03-02,2,2,1,P0020,L0020,STANDARD,P,optimized_efficiency_first
O000143,2026-W09,2026-02-23,2026-03-02,2,2,1,P0021,L0021,STANDARD,P,optimized_efficiency_first
O000144,2026-W09,2026-02-23,2026-03-02,2,2,1,P0022,L0022,STANDARD,P,optimized_efficiency_first
O000145,2026-W09,2026-02-23,2026-03-02,2,2,1,P0023,L0023,STANDARD,P,optimized_efficiency_first
O000146,2026-W09,2026-02-23,2026-03-02,2,2,1,P0024,L0024,STANDARD,P,optimized_efficiency_first
O000147,2026-W09,2026-02-23,2026-03-02,2,2,1,P0026,L0026,STANDARD,P,optimized_efficiency_first
O000148,2026-W09,2026-02-23,2026-03-02,2,2,1,P0027,L0027,STANDARD,P,optimized_efficiency_first
O000149,2026-W09,2026-02-23,2026-03-02,2,2,1,P0029,L0029,STANDARD,P,optimized_efficiency_first
O000150,2026-W09,2026-02-23,2026-03-02,2,2,1,P0030,L0030,STANDARD,P,optimized_efficiency_first
O000151,2026-W09,2026-02-23,2026-03-02,2,2,1,P0032,L0032,STANDARD,P,optimized_efficiency_first
O000152,2026-W09,2026-02-23,2026-03-02,2,2,1,P0034,L0034,STANDARD,P,optimized_efficiency_first
O000153,2026-W09,2026-02-23,2026-03-02,2,2,1,P0035,L0035,STANDARD,P,optimized_efficiency_first
O000154,2026-W10,2026-03-02,2026-03-09,3,3,1,P0041,L0041,H24,P,optimized_efficiency_first
O000155,2026-W10,2026-03-02,2026-03-09,3,3,1,P0047,L0047,H24,P,optimized_efficiency_first
O000156,2026-W10,2026-03-02,2026-03-09,3,3,1,P0051,L0051,H24,P,optimized_efficiency_first
O000157,2026-W10,2026-03-02,2026-03-09,3,3,1,P0036,L0036,STANDARD,P,optimized_efficiency_first
O000158,2026-W10,2026-03-02,2026-03-09,3,3,1,P0037,L0037,STANDARD,P,optimized_efficiency_first
O000159,2026-W10,2026-03-02,2026-03-09,3,3,1,P0038,L0038,STANDARD,P,optimized_efficiency_first
O000160,2026-W10,2026-03-02,2026-03-09,3,3,1,P0039,L0039,STANDARD,P,optimized_efficiency_first
O000161,2026-W10,2026-03-02,2026-03-09,3,3,1,P0040,L0040,STANDARD,P,optimized_efficiency_first
O000162,2026-W10,2026-03-02,2026-03-09,3,3,1,P0042,L0042,STANDARD,P,optimized_efficiency_first
O000163,2026-W10,2026-03-02,2026-03-09,3,3,1,P0044,L0044,STANDARD,P,optimized_efficiency_first
O000164,2026-W10,2026-03-02,2026-03-09,3,3,1,P0045,L0045,STANDARD,P,optimized_efficiency_first
O000165,2026-W10,2026-03-02,2026-03-09,3,3,1,P0046,L0046,STANDARD,P,optimized_efficiency_first
O000166,2026-W10,2026-03-02,2026-03-09,3,3,1,P0048,L0048,STANDARD,P,optimized_efficiency_first
O000167,2026-W10,2026-03-02,2026-03-09,3,3,1,P0049,L0049,STANDARD,P,optimized_efficiency_first
O000168,2026-W10,2026-03-02,2026-03-09,3,3,1,P0050,L0050,STANDARD,P,optimized_efficiency_first
O000169,2026-W10,2026-03-02,2026-03-09,3,3,1,P0052,L0052,STANDARD,C,optimized_efficiency_first
O000170,2026-W10,2026-03-02,2026-03-09,3,3,1,P0053,L0053,STANDARD,P,optimized_efficiency_first
O000171,2026-W11,2026-03-09,2026-03-16,4,4,1,P0062,L0062,H24,P,optimized_efficiency_first
O000172,2026-W11,2026-03-09,2026-03-16,4,4,1,P0065,L0065,H24,P,optimized_efficiency_first
O000173,2026-W11,2026-03-09,2026-03-16,4,4,1,P0067,L0067,H24,P,optimized_efficiency_first
O000174,2026-W11,2026-03-09,2026-03-16,4,4,1,P0054,L0054,STANDARD,P,optimized_efficiency_first
O000175,2026-W11,2026-03-09,2026-03-16,4,4,1,P0055,L0124,STANDARD,P,optimized_efficiency_first
O000176,2026-W11,2026-03-09,2026-03-16,4,4,1,P0056,L0056,STANDARD,P,optimized_efficiency_first
O000177,2026-W11,2026-03-09,2026-03-16,4,4,1,P0057,L0057,STANDARD,P,optimized_efficiency_first
O000178,2026-W11,2026-03-09,2026-03-16,4,4,1,P0058,L0058,STANDARD,P,optimized_efficiency_first
O000179,2026-W11,2026-03-09,2026-03-16,4,4,1,P0059,L0059,STANDARD,P,optimized_efficiency_first
O000180,2026-W11,2026-03-09,2026-03-16,4,4,1,P0060,L0060,STANDARD,P,optimized_efficiency_first
O000181,2026-W11,2026-03-09,2026-03-16,4,4,1,P0061,L0061,STANDARD,P,optimized_efficiency_first
O000182,2026-W11,2026-03-09,2026-03-16,4,4,1,P0063,L0063,STANDARD,P,optimized_efficiency_first
O000183,2026-W11,2026-03-09,2026-03-16,4,4,1,P0064,L0064,STANDARD,P,optimized_efficiency_first
O000184,2026-W11,2026-03-09,2026-03-16,4,4,1,P0066,L0066,STANDARD,P,optimized_efficiency_first
O000185,2026-W11,2026-03-09,2026-03-16,4,4,1,P0068,L0068,STANDARD,P,optimized_efficiency_first
O000186,2026-W11,2026-03-09,2026-03-16,4,4,1,P0069,L0069,STANDARD,P,optimized_efficiency_first
O000187,2026-W11,2026-03-09,2026-03-16,4,4,1,P0070,L0070,STANDARD,C,optimized_efficiency_first
O000188,2026-W12,2026-03-16,2026-03-23,5,5,1,P0077,L0077,H24,P,optimized_efficiency_first
O000189,2026-W12,2026-03-16,2026-03-23,5,5,1,P0084,L0084,H24,P,optimized_efficiency_first
O000190,2026-W12,2026-03-16,2026-03-23,5,5,1,P0088,L0088,H24,P,optimized_efficiency_first
O000191,2026-W12,2026-03-16,2026-03-23,5,5,1,P0072,L0072,STANDARD,P,optimized_efficiency_first
O000192,2026-W12,2026-03-16,2026-03-23,5,5,1,P0073,L0073,STANDARD,P,optimized_efficiency_first
O000193,2026-W12,2026-03-16,2026-03-23,5,5,1,P0074,L0074,STANDARD,P,optimized_efficiency_first
O000194,2026-W12,2026-03-16,2026-03-23,5,5,1,P0075,L0075,STANDARD,P,optimized_efficiency_first
O000195,2026-W12,2026-03-16,2026-03-23,5,5,1,P0076,L0076,STANDARD,P,optimized_efficiency_first
O000196,2026-W12,2026-03-16,2026-03-23,5,5,1,P0078,L0078,STANDARD,P,optimized_efficiency_first
O000197,2026-W12,2026-03-16,2026-03-23,5,5,1,P0079,L0079,STANDARD,P,optimized_efficiency_first
O000198,2026-W12,2026-03-16,2026-03-23,5,5,1,P0080,L0080,STANDARD,P,optimized_efficiency_first
O000199,2026-W12,2026-03-16,2026-03-23,5,5,1,P0081,L0081,STANDARD,P,optimized_efficiency_first
O000200,2026-W12,2026-03-16,2026-03-23,5,5,1,P0082,L0082,STANDARD,P,optimized_efficiency_first
O000201,2026-W12,2026-03-16,2026-03-23,5,5,1,P0083,L0083,STANDARD,P,optimized_efficiency_first
O000202,2026-W12,2026-03-16,2026-03-23,5,5,1,P0085,L0085,STANDARD,P,optimized_efficiency_first
O000203,2026-W12,2026-03-16,2026-03-23,5,5,1,P0086,L0086,STANDARD,P,optimized_efficiency_first
O000204,2026-W12,2026-03-16,2026-03-23,5,5,1,P0087,L0087,STANDARD,P,optimized_efficiency_first
O000205,2026-W13,2026-03-23,2026-03-30,6,6,1,P0098,L0098,H24,P,optimized_efficiency_first
O000206,2026-W13,2026-03-23,2026-03-30,6,6,1,P0100,L0100,H24,P,optimized_efficiency_first
O000207,2026-W13,2026-03-23,2026-03-30,6,6,1,P0101,L0101,H24,P,optimized_efficiency_first
O000208,2026-W13,2026-03-23,2026-03-30,6,6,1,P0089,L0089,STANDARD,P,optimized_efficiency_first
O000209,2026-W13,2026-03-23,2026-03-30,6,6,1,P0090,L0090,STANDARD,P,optimized_efficiency_first
O000210,2026-W13,2026-03-23,2026-03-30,6,6,1,P0091,L0091,STANDARD,P,optimized_efficiency_first
O000211,2026-W13,2026-03-23,2026-03-30,6,6,1,P0092,L0092,STANDARD,P,optimized_efficiency_first
O000212,2026-W13,2026-03-23,2026-03-30,6,6,1,P0093,L0093,STANDARD,P,optimized_efficiency_first
O000213,2026-W13,2026-03-23,2026-03-30,6,6,1,P0095,L0095,STANDARD,P,optimized_efficiency_first
O000214,2026-W13,2026-03-23,2026-03-30,6,6,1,P0096,L0096,STANDARD,P,optimized_efficiency_first
O000215,2026-W13,2026-03-23,2026-03-30,6,6,1,P0097,L0097,STANDARD,P,optimized_efficiency_first
O000216,2026-W13,2026-03-23,2026-03-30,6,6,1,P0099,L0099,STANDARD,P,optimized_efficiency_first
O000217,2026-W13,2026-03-23,2026-03-30,6,6,1,P0102,L0102,STANDARD,P,optimized_efficiency_first
O000218,2026-W13,2026-03-23,2026-03-30,6,6,1,P0103,L0103,STANDARD,P,optimized_efficiency_first
O000219,2026-W13,2026-03-23,2026-03-30,6,6,1,P0104,L0104,STANDARD,P,optimized_efficiency_first
O000220,2026-W13,2026-03-23,2026-03-30,6,6,1,P0105,L0105,STANDARD,P,optimized_efficiency_first
O000221,2026-W13,2026-03-23,2026-03-30,6,6,1,P0106,L0106,STANDARD,P,optimized_efficiency_first
O000222,2026-W14,2026-03-30,2026-04-06,7,7,1,P0110,L0110,H24,P,optimized_efficiency_first
O000223,2026-W14,2026-03-30,2026-04-06,7,7,1,P0112,L0112,H24,P,optimized_efficiency_first
O000224,2026-W14,2026-03-30,2026-04-06,7,7,1,P0116,L0116,H24,P,optimized_efficiency_first
O000225,2026-W14,2026-03-30,2026-04-06,7,7,1,P0107,L0107,STANDARD,P,optimized_efficiency_first
O000226,2026-W14,2026-03-30,2026-04-06,7,7,1,P0108,L0108,STANDARD,P,optimized_efficiency_first
O000227,2026-W14,2026-03-30,2026-04-06,7,7,1,P0109,L0109,STANDARD,P,optimized_efficiency_first
O000228,2026-W14,2026-03-30,2026-04-06,7,7,1,P0111,L0111,STANDARD,P,optimized_efficiency_first
O000229,2026-W14,2026-03-30,2026-04-06,7,7,1,P0113,L0113,STANDARD,P,optimized_efficiency_first
O000230,2026-W14,2026-03-30,2026-04-06,7,7,1,P0114,L0114,STANDARD,P,optimized_efficiency_first
O000231,2026-W14,2026-03-30,2026-04-06,7,7,1,P0115,L0115,STANDARD,P,optimized_efficiency_first
O000232,2026-W14,2026-03-30,2026-04-06,7,7,1,P0117,L0117,STANDARD,P,optimized_efficiency_first
O000233,2026-W14,2026-03-30,2026-04-06,7,7,1,P0118,L0118,STANDARD,P,optimized_efficiency_first
O000234,2026-W14,2026-03-30,2026-04-06,7,7,1,P0119,L0119,STANDARD,C,optimized_efficiency_first
O000235,2026-W14,2026-03-30,2026-04-06,7,7,1,P0120,L0120,STANDARD,P,optimized_efficiency_first
O000236,2026-W14,2026-03-30,2026-04-06,7,7,1,P0121,L0121,STANDARD,P,optimized_efficiency_first
O000237,2026-W14,2026-03-30,2026-04-06,7,7,1,P0122,L0122,STANDARD,P,optimized_efficiency_first
O000238,2026-W14,2026-03-30,2026-04-06,7,7,1,P0123,L0123,STANDARD,P,optimized_efficiency_first
O000239,2026-W15,2026-04-06,2026-04-13,8,1,2,P0006,L0006,H24,P,optimized_efficiency_first
O000240,2026-W15,2026-04-06,2026-04-13,8,1,2,P0010,L0010,H24,P,optimized_efficiency_first
O000241,2026-W15,2026-04-06,2026-04-13,8,1,2,P0017,L0017,H24,C,optimized_efficiency_first
O000242,2026-W15,2026-04-06,2026-04-13,8,1,2,P0001,L0001,STANDARD,C,optimized_efficiency_first
O000243,2026-W15,2026-04-06,2026-04-13,8,1,2,P0002,L0002,STANDARD,P,optimized_efficiency_first
O000244,2026-W15,2026-04-06,2026-04-13,8,1,2,P0003,L0003,STANDARD,P,optimized_efficiency_first
O000245,2026-W15,2026-04-06,2026-04-13,8,1,2,P0004,L0004,STANDARD,P,optimized_efficiency_first
